thread_id,topic,intent,inbound,brand_reply
t2524,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1000.
t2525,complaint service,complaint_service,"@customer: @AmericanAir crew on AA136 was rude to my mother, unacceptable",I am sorry you experienced this on AA136. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2526,booking change,booking_change,@customer: change name spelling on reservation jy6hef how? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2527,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1782, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2528,refund compensation,refund_compensation,"@customer: trip credit not received for AA614, booking FMVTK9","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2529,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2587, AAdvantage 57R8AK",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2530,refund compensation,refund_compensation,@customer: want voucher for 5hr delay aa1949 in dca pls help asap,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2531,refund compensation,refund_compensation,"@customer: trip credit not received for AA1890, booking VM3DK5","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2532,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA170 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2533,cancellation,cancellation,"@customer: flight AA1504 cancelled, stranded in JFK tonight, help",Sorry your flight AA1504 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2534,complaint service,complaint_service,"@customer: @AmericanAir crew on AA291 was rude to my mother, unacceptable",I am sorry you experienced this on AA291. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2535,checkin boarding,checkin_boarding,@customer: what gate for AA348 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2536,flight delay,flight_delay,"@customer: AA AA2883 delayed, need hotel tonight in ORD, who pays?",Sorry for the delay on AA2883. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2537,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2971 to ORD today, need rebook ASAP",Sorry your flight AA2971 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2538,cancellation,cancellation,"@customer: flight AA2741 cancelled, stranded in CLT tonight, help",Sorry your flight AA2741 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2539,checkin boarding,checkin_boarding,@customer: what gate for AA1300 at LAX? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2540,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA741, great landing in DFW!",Thanks for flying with us! Let us know if you need anything on AA741.
t2541,flight delay,flight_delay,"@customer: @AmericanAir flight AA452 delayed 5hrs, will I miss my connection in MIA?",Sorry for the delay on AA452. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2542,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2372.
t2543,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2516.
t2544,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2545,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate CLT, rebook options?",Sorry your flight AA192 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2546,flight delay,flight_delay,"@customer: AA AA351 delayed, need hotel tonight in MIA, who pays?",Sorry for the delay on AA351. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2547,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA1589 in MIA,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2548,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 19 at JFK","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2549,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2550,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate JFK, rebook options?",Sorry your flight AA591 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2551,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2163 at MIA, tag KLAKCY",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2552,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate LAX, want supervisor + case",I am sorry you experienced this on AA2854. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2553,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1913 at CLT, tag KJKXQT",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2554,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate PHX, want supervisor + case",I am sorry you experienced this on AA1217. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2555,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA2424, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2556,complaint service,complaint_service,"@customer: never flying again, worst service AA1344, filing DOT complaint",I am sorry you experienced this on AA1344. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2557,flight delay,flight_delay,"@customer: @AmericanAir stuck at PHX, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA2364. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2558,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate JFK, want supervisor + case",I am sorry you experienced this on AA1261. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2559,checkin boarding,checkin_boarding,@customer: what gate for AA1291 at MIA? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2560,booking change,booking_change,@customer: need to change flight aa593 to tomorrow fare difference? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2561,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA158 to CLT today, need rebook ASAP",Sorry your flight AA158 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2562,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate LAX, want supervisor + case",I am sorry you experienced this on AA2018. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2563,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA1392, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2564,flight delay,flight_delay,"@customer: @AmericanAir flight AA142 delayed 3hrs, will I miss my connection in LAX?",Sorry for the delay on AA142. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2565,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate CLT, want supervisor + case",I am sorry you experienced this on AA2470. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2566,checkin boarding,checkin_boarding,@customer: what gate for AA2245 at PHX? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2567,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA924.
t2568,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2569,refund compensation,refund_compensation,@customer: want voucher for 5hr delay aa1785 in phx pls help asap,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2570,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2764 was rude to my mother, unacceptable",I am sorry you experienced this on AA2764. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2571,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2271 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2572,flight delay,flight_delay,"@customer: AA AA1268 delayed, need hotel tonight in JFK, who pays?",Sorry for the delay on AA1268. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2573,cancellation,cancellation,"@customer: flight AA2730 cancelled, stranded in DCA tonight, help",Sorry your flight AA2730 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2574,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking 2VSTMG?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2575,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1942, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA1942.
t2576,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2984 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2577,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 58 at MIA","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2578,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2009, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2579,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1720 at JFK, tag QXA6BR",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2580,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA1180 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2581,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2916 to PHX today, need rebook ASAP",Sorry your flight AA2916 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2582,praise other,praise_other,@customer: do you fly to LAX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA998.
t2583,flight delay,flight_delay,"@customer: @AmericanAir stuck at PHX, delay again, crew says 4hr wait, what now?",Sorry for the delay on AA602. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2584,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA299 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2585,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate CLT, rebook options?",Sorry your flight AA1985 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2586,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1537, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2587,praise other,praise_other,@customer: thanks crew on aa2686 great landing in phx! pls help asap,Thanks for flying with us! Let us know if you need anything on AA2686.
t2588,cancellation,cancellation,@customer: cancelled on me at gate dca rebook options? pls help asap,Sorry your flight AA910 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2589,flight delay,flight_delay,"@customer: @AmericanAir flight AA1140 delayed 5hrs, will I miss my connection in JFK?",Sorry for the delay on AA1140. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2590,cancellation,cancellation,"@customer: flight AA1905 cancelled, stranded in LAX tonight, help",Sorry your flight AA1905 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2591,flight delay,flight_delay,"@customer: AA AA2014 delayed, need hotel tonight in CLT, who pays?",Sorry for the delay on AA2014. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2592,booking change,booking_change,"@customer: @AmericanAir need to change flight AA773 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2593,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2053 at PHX, tag 9XGT49",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2594,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1016.
t2595,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1526, AAdvantage DGS3B5",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2596,praise other,praise_other,@customer: do you fly to PHX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2089.
t2597,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA230 to DCA today, need rebook ASAP",Sorry your flight AA230 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2598,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2599,complaint service,complaint_service,"@customer: @AmericanAir crew on AA147 was rude to my mother, unacceptable",I am sorry you experienced this on AA147. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2600,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA577, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2601,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 31 at JFK","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2602,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1536, AAdvantage SMYNAD",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2603,refund compensation,refund_compensation,"@customer: trip credit not received for AA498, booking A6WATQ","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2604,flight delay,flight_delay,"@customer: AA AA2909 delayed, need hotel tonight in PHX, who pays?",Sorry for the delay on AA2909. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2605,flight delay,flight_delay,@customer: flight aa460 delayed 3hrs will i miss my connection in dca? pls help asap,Sorry for the delay on AA460. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2606,flight delay,flight_delay,"@customer: @AmericanAir flight AA1695 delayed 4hrs, will I miss my connection in PHX?",Sorry for the delay on AA1695. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2607,booking change,booking_change,"@customer: @AmericanAir need to change flight AA707 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2608,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA893, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2609,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking 76VWDD?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2610,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA2981 in ORD,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2611,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA583 to JFK today, need rebook ASAP",Sorry your flight AA583 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2612,loyalty account,loyalty_account,@customer: cant login aadvantage reset not working pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2613,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1309, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2614,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2380? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2615,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA1063 in PHX,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2616,flight delay,flight_delay,"@customer: AA AA2976 delayed, need hotel tonight in PHX, who pays?",Sorry for the delay on AA2976. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2617,booking change,booking_change,@customer: change name spelling on reservation shlr8f how? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2618,flight delay,flight_delay,"@customer: @AmericanAir stuck at JFK, delay again, crew says 2hr wait, what now?",Sorry for the delay on AA1204. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2619,refund compensation,refund_compensation,"@customer: trip credit not received for AA1276, booking M9HJTD","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2620,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2652, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2621,cancellation,cancellation,"@customer: flight AA2189 cancelled, stranded in PHX tonight, help",Sorry your flight AA2189 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2622,booking change,booking_change,@customer: need to change flight aa1402 to tomorrow fare difference? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2623,flight delay,flight_delay,"@customer: @AmericanAir stuck at MIA, delay again, crew says 4hr wait, what now?",Sorry for the delay on AA2925. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2624,praise other,praise_other,@customer: do you fly to PHX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2346.
t2625,flight delay,flight_delay,"@customer: @AmericanAir flight AA1737 delayed 2hrs, will I miss my connection in JFK?",Sorry for the delay on AA1737. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2626,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate DCA, want supervisor + case",I am sorry you experienced this on AA2838. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2627,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA2918, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA2918.
t2628,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2451 to DFW today, need rebook ASAP",Sorry your flight AA2451 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2629,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA815, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2630,cancellation,cancellation,"@customer: flight AA792 cancelled, stranded in LAX tonight, help",Sorry your flight AA792 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2631,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA664.
t2632,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1588 at DCA, tag 4JM56E",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2633,booking change,booking_change,@customer: need to change flight aa1606 to tomorrow fare difference? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2634,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 59 at DFW","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2635,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA388 at PHX, tag F9A38C",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2636,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA497 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2637,booking change,booking_change,"@customer: change name spelling on reservation Z2LHM7, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2638,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 55 at PHX","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2639,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1990 was rude to my mother, unacceptable",I am sorry you experienced this on AA1990. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2640,cancellation,cancellation,"@customer: flight AA773 cancelled, stranded in JFK tonight, help",Sorry your flight AA773 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2641,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2130 was rude to my mother, unacceptable",I am sorry you experienced this on AA2130. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2642,checkin boarding,checkin_boarding,@customer: what gate for AA2392 at JFK? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2643,flight delay,flight_delay,"@customer: @AmericanAir stuck at JFK, delay again, crew says 1hr wait, what now?",Sorry for the delay on AA1603. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t2644,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate MIA, rebook options?",Sorry your flight AA1932 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2645,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA1685 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2646,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA2095 in DFW,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t2647,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA336, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2648,checkin boarding,checkin_boarding,@customer: what gate for AA2075 at CLT? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2649,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA606, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2650,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 31 at MIA","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t2651,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking ADFW7H?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2652,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA2262, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2653,praise other,praise_other,@customer: do you fly to mia direct from dfw? pls help asap,Thanks for flying with us! Let us know if you need anything on AA2985.
t2654,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2046 at CLT, tag GQKSLX",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2655,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t2656,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA2214, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2657,praise other,praise_other,@customer: do you fly to PHX direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA762.
t2658,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate LAX, want supervisor + case",I am sorry you experienced this on AA1982. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2659,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1367, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t2660,complaint service,complaint_service,"@customer: @AmericanAir crew on AA916 was rude to my mother, unacceptable",I am sorry you experienced this on AA916. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2661,complaint service,complaint_service,"@customer: never flying again, worst service AA927, filing DOT complaint",I am sorry you experienced this on AA927. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2662,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA2586, great landing in DFW!",Thanks for flying with us! Let us know if you need anything on AA2586.
t2663,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2042 was rude to my mother, unacceptable",I am sorry you experienced this on AA2042. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t2664,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking QMW752?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t2665,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate ORD, rebook options?",Sorry your flight AA958 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t2666,praise other,praise_other,@customer: love the new app smooth checkin pls help asap,Thanks for flying with us! Let us know if you need anything on AA2248.
